index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
426,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,TUR,Turkey,,11865,11865.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
427,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1971,1971,,EUR,1971,1971,Europe,,,,,TUR,Turkey,,3477,3477.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
428,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,16002,16002.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
429,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,TUR,Turkey,,11586,11586.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
430,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,TUR,Turkey,,12866,12866.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
431,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,15906,15906.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
432,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,17744,17744.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
433,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,22295,22295.00000,,,,,"Includes Dentists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
434,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,18149,18149.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
435,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,TUR,Turkey,,14226,14226.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
436,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,13421,13421.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
437,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,10703,10703.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
438,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1976,1976,,EUR,1976,1976,Europe,,,,,TUR,Turkey,,5379,5379.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
439,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,TUR,Turkey,,8589,8589.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
440,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,8305,8305.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
441,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,TUR,Turkey,,3245,3245.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
442,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,TUR,Turkey,,3789,3789.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
443,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,118982,118982.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
444,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,110305,110305.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
445,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,113872,113872.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
446,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,85552,85552.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
447,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,48841,48841.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
448,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,246398,246398.00000,,,,,"Includes Midwives, Nurses</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
449,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,154533,154533.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
450,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,42697,42697.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
451,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,TUR,Turkey,,36644,36644.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
452,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,TUR,Turkey,,42760,42760.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
453,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,TUR,Turkey,,20117,20117.00000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
454,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,1.734,1.73400,,,,,"Includes Physicians</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
455,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,1.755,1.75500,,,,,"Includes Physicians</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
456,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,1.399,1.39900,,,,,Includes Physicians</br> Data Source: Ministry of Health
457,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,1.077,1.07700,,,,,Includes Physicians</br> Data Source: Ministry of Health
458,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,0.97,0.97000,,,,,Includes Physicians</br> Data Source: Ministry of Health
459,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,1.43,1.43000,,,,,Includes Physicians</br> Data Source: Ministry of Health
460,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,1.486,1.48600,,,,,Includes Physicians</br> Data Source: Ministry of Health
461,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,1.758,1.75800,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
462,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,1.757,1.75700,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
463,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,1.596,1.59600,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
464,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,1.48,1.48000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
465,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,1.85,1.85000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
466,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,2.98,2.98000,,,,,"Includes Midwives, Nurses</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
467,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,2.04,2.04000,,,,,"Includes Nurses , Midwives</br> Data Source: Ministry of Health"
468,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,0.251,0.25100,,,,,Includes Dentists</br> Data Source: Ministry of Health
469,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,0.25,0.25000,,,,,Includes Dentists</br> Data Source: Ministry of Health
470,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,0.199,0.19900,,,,,Includes Dentists</br> Data Source: Ministry of Health
471,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,0.2,0.20000,,,,,Includes Dentists</br> Data Source: Ministry of Health
472,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,0.267,0.26700,,,,,Includes Dentists</br> Data Source: Ministry of Health
473,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,0.284,0.28400,,,,,Includes Dentists</br> Data Source: Ministry of Health
474,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,0.297,0.29700,,,,,"Includes Dentists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
475,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,0.342,0.34200,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
476,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,0.297,0.29700,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
477,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,0.326,0.32600,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
478,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,0.345,0.34500,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
479,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,0.355,0.35500,,,,,"Includes Pharmacists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
480,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,0.354,0.35400,,,,,"Includes Pharmacists</br> Data Source: WHO/Europe, HlthResDB, accessed October 2017"
481,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,TUR,Turkey,,9954,9954.00000,,,,,
482,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,TUR,Turkey,,10426,10426.00000,,,,,
483,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,TUR,Turkey,,11606,11606.00000,,,,,
484,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,TUR,Turkey,,12226,12226.00000,,,,,
485,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,TUR,Turkey,,18831,18831.00000,,,,,
486,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,21547,21547.00000,,,,,
487,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,34342,34342.00000,,,,,
488,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,TUR,Turkey,,39658,39658.00000,,,,,
489,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,60959,60959.00000,,,,,
490,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,67514,67514.00000,,,,,
491,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,0.399,0.39900,,,,,
492,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,0.587,0.58700,,,,,
493,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,TUR,Turkey,,0.657,0.65700,,,,,
494,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,0.91,0.91000,,,,,
495,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,0.983,0.98300,,,,,
496,MEDS5020100,Market Authorization for all pharmaceutical products required,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2276,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
497,MEDS5050200,Pharmaceutical manufacturers must comply with Good Manufacturing Practices,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2283,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
498,MEDS6010201,All medicines included in the EML,,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
499,MEDS6030100,System in place to monitor prices of medicines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1417,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
500,MEDS8021202,Private sector,,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,No,0.00000,,,,,
501,MEDS8030500,Substitution of generic equivalents at the point of dispensing in private sector facilities is allowed,,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
502,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,1.19,1.19000,,,,,
503,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,0.83,0.83000,,,,,
504,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,2.04,2.04000,,,,,
505,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,2.75,2.75000,,,,,
506,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,2.54,2.54000,,,,,
507,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,7.85,7.85000,,,,,
508,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,12.70,12.70000,,,,,
509,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1971,1971,,EUR,1971,1971,Europe,,,,,TUR,Turkey,,10285,10285.00000,,,,,
510,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1976,1976,,EUR,1976,1976,Europe,,,,,TUR,Turkey,,11517,11517.00000,,,,,
511,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1978,1978,,EUR,1978,1978,Europe,,,,,TUR,Turkey,,11141,11141.00000,,,,,
512,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,10525,10525.00000,,,,,
513,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,TUR,Turkey,,12352,12352.00000,,,,,
514,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,30811,30811.00000,,,,,
515,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,TUR,Turkey,,39075,39075.00000,,,,,
516,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,52993,52993.00000,,,,,
517,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,57416,57416.00000,,,,,
518,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,99302,99302.00000,,,,,
519,HRH_17,Number of medical assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4547,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,8840,8840.00000,,,,,
520,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,3360,3360.00000,,,,,
521,HRH_08,Number of radiographers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,2380,2380.00000,,,,,
522,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,7900,7900.00000,,,,,
523,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,1560,1560.00000,,,,,
524,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,5120,5120.00000,,,,,
525,HRH_08,Number of radiographers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,620,620.00000,,,,,
526,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,4060,4060.00000,,,,,
527,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,10920,10920.00000,,,,,
528,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,72320,72320.00000,,,,,
