index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
329,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
330,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
331,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
332,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
333,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
334,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
335,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
336,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
337,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
338,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
339,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
340,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
341,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
342,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
343,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
344,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
345,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
346,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
347,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
348,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
349,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
350,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,1992,1992,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
351,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,1993,1993,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
352,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,1994,1994,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
353,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
354,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,1996,1996,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
355,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,1997,1997,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
356,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
357,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
358,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
359,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
360,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
361,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
362,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
363,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
364,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
365,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
366,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
367,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
368,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
369,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
370,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
371,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
372,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
373,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
374,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
375,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
376,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
377,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,No data,,,,,,
378,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
379,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
380,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,1992,1992,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
381,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,1993,1993,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
382,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,1994,1994,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
383,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
384,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,1996,1996,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
385,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,1997,1997,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
386,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
387,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
388,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
389,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
390,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
391,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
392,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
393,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
394,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
395,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
396,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
397,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
398,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
399,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
400,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
401,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
402,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
403,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
404,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
405,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
406,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
407,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,No data,,,,,,
