index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
103,SA_0000001422,"Age-standardized DALYs, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,23,23.00000,,,,,
104,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,142,142.00000,,,,,
105,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,326,326.00000,,,,,
106,SA_0000001423,"Age-standardized DALYs, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,235,235.00000,,,,,
107,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,42,42.00000,,,,,
108,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,24,24.00000,,,,,
109,SA_0000001424,"Age-standardized DALYs, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,60,60.00000,,,,,
110,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,1848,1848.00000,,,,,
111,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,2200,2200.00000,,,,,
112,SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,1494,1494.00000,,,,,
113,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,52.7,52.70000,,,,,
114,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,35.3,35.30000,,,,,
115,SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,20.1,20.10000,,,,,
116,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,83,83.00000,,,,,
117,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,72,72.00000,,,,,
118,SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,95,95.00000,,,,,
119,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,21,21.00000,,,,,
120,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,54,54.00000,,,,,
121,SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,37,37.00000,,,,,
122,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,21,21.00000,,,,,
123,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,26,26.00000,,,,,
124,SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,23,23.00000,,,,,
125,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,527,527.00000,,,,,
126,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,229,229.00000,,,,,
127,SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,817,817.00000,,,,,
128,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,18,18.00000,,,,,
129,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,17,17.00000,,,,,
130,SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,16,16.00000,,,,,
131,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,336,336.00000,,,,,
132,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,472,472.00000,,,,,
133,SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,198,198.00000,,,,,
134,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,87,87.00000,,,,,
135,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,102,102.00000,,,,,
136,SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,117,117.00000,,,,,
137,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,440,440.00000,,,,,
138,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,FMLE,Female,,,,,,,,414,414.00000,,,,,
139,SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,MLE,Male,,,,,,,,466,466.00000,,,,,
140,SA_0000001417,"Alcohol, patterns of drinking score",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/461,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,3- medium risky,,,,,,
141,SA_0000001402,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/463,PUBLISHED,Published,,2006-2010,2006-2010,,EUR,Europe,,,2006,2010,,,TUR,Turkey,,,,,,,,,,,increase,,,,,,
142,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2003-2005,2003-2005,,EUR,Europe,,,2003,2005,,,TUR,Turkey,,,,,,,,,,,1.4,1.40000,,,,,
143,SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2008-2010,2008-2010,,EUR,Europe,,,2008,2010,,,TUR,Turkey,,,,,,,,,,,1.4,1.40000,,,,,
144,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,EUR,Europe,,,2008,2010,,,TUR,Turkey,,MLE,Male,,,,,,,,4.4,4.40000,,,,,
145,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,EUR,Europe,,,2008,2010,,,TUR,Turkey,,FMLE,Female,,,,,,,,0.5,0.50000,,,,,
146,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2003-2005,2003-2005,,EUR,Europe,,,2003,2005,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,3.3,3.30000,,,,,
147,SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/465,PUBLISHED,Published,,2008-2010,2008-2010,,EUR,Europe,,,2008,2010,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,2.0,2.00000,,,,,
148,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,,,,,,,2.0,2.00000,,,,,
149,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,0.6,0.60000,,,,,
150,SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2322,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,,,,,,,missing data
151,SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/466,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,0.5,0.50000,,,,,
152,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1961,1961,,EUR,Europe,,,1961,1961,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.34,0.34000,,,,,
153,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1978,1978,,EUR,Europe,,,1978,1978,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.41,0.41000,,,,,
154,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.82,0.82000,,,,,
155,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,1982,1982,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.66,0.66000,,,,,
156,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1966,1966,,EUR,Europe,,,1966,1966,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.10,0.10000,,,,,
157,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1977,1977,,EUR,Europe,,,1977,1977,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.07,0.07000,,,,,
158,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.52,0.52000,,,,,
159,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
160,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1982,1982,,EUR,Europe,,,1982,1982,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,1.26,1.26000,,,,,
161,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.57,0.57000,,,,,
162,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,1969,1969,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.09,0.09000,,,,,
163,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
164,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1972,1972,,EUR,Europe,,,1972,1972,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.15,0.15000,,,,,
165,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1983,1983,,EUR,Europe,,,1983,1983,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.56,0.56000,,,,,
166,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1984,1984,,EUR,Europe,,,1984,1984,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.07,0.07000,,,,,
167,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,1974,1974,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,0.59,0.59000,,,,,
168,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1986,1986,,EUR,Europe,,,1986,1986,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.48,0.48000,,,,,
169,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,EUR,Europe,,,1963,1963,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.08,0.08000,,,,,
170,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1967,1967,,EUR,Europe,,,1967,1967,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.15,0.15000,,,,,
171,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1987,1987,,EUR,Europe,,,1987,1987,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.32,0.32000,,,,,
172,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1968,1968,,EUR,Europe,,,1968,1968,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.09,0.09000,,,,,
173,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.47,0.47000,,,,,
174,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1974,1974,,EUR,Europe,,,1974,1974,,,TUR,Turkey,,,,,SA_SPIRITS,Spirits,,,,,0.24,0.24000,,,,,
175,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1969,1969,,EUR,Europe,,,1969,1969,,,TUR,Turkey,,,,,SA_TOTAL,All types,,,,,0.35,0.35000,,,,,
176,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1988,1988,,EUR,Europe,,,1988,1988,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.07,0.07000,,,,,
177,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1973,1973,,EUR,Europe,,,1973,1973,,,TUR,Turkey,,,,,SA_BEER,Beer,,,,,0.28,0.28000,,,,,
178,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1962,1962,,EUR,Europe,,,1962,1962,,,TUR,Turkey,,,,,SA_WINE,Wine,,,,,0.23,0.23000,,,,,
179,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,TUR,Turkey,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0,0.00000,,,,,
