index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
302,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,97,97.45454,,,,,
303,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.67950,,,,,
304,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,98,98.22005,,,,,
305,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,99,98.54240,,,,,
306,WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.66448,,,,,
307,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2005.0,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,64,63.50240,,,,,
308,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,57,57.04481,,,,,
309,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,64,64.11174,,,,,
310,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,58,57.88042,,,,,
311,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,69,68.51378,,,,,
312,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,64,64.33297,,,,,
313,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2014.0,2014,,EUR,2014,2014,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,69,69.31121,,,,,
314,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2015.0,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,65,64.88870,,,,,
315,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,82,82.06471,,,,,
316,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,89,88.87249,,,,,
317,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,71,70.68118,,,,,
318,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,83,83.22566,,,,,
319,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,78,77.98679,,,,,
320,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,89,88.93060,,,,,
321,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,94,93.83521,,,,,
322,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,79,79.45874,,,,,
323,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,98,98.01643,,,,,
324,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,87,86.87261,,,,,
325,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,96,95.56548,,,,,
326,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,99,98.85765,,,,,
327,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2000.0,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.24229,,,,,
328,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.08282,,,,,
329,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,1,0.53362,,,,,
330,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001.0,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.24229,,,,,
331,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.45236,,,,,
332,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006.0,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.13436,,,,,
333,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.15419,,,,,
334,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007.0,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.43506,,,,,
335,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.21366,,,,,
336,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.34363,,,,,
337,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.00485,,,,,
338,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,1,1.22555,,,,,
339,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017.0,2017,,EUR,2017,2017,Europe,,,,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,0,0.31678,,,,,
340,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2017.0,2017,,EUR,2017,2017,Europe,,,,,TUR,Turkey,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,0,0.00000,,,,,
341,WSH_2,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,5600,5599.80000,,,,,
342,AIR_1,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,24408,24408.44000,,,,,
343,AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004.0,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,73,72.78000,,,,,
344,UV_2,UV radiation attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2394,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,401,401.28000,,,,,
345,UV_3,UV radiation attributable DALYs ('000),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2394,,,,PUBLISHED,Published,,2002.0,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,12842,12841.71000,,,,,
346,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,,,,,,,,,,WQ2,Q2,,,,,,,,,,,,,,86.8,,,,,,
347,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,,,,,,,WQ4,Q4,,,,,,,,,,,,,,60.8,,,,,,
348,EQ_WATER,Population using improved drinking-water sources (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/8,,,,PUBLISHED,Published,,1993.0,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,58.7,,,,,,
349,AIR_6,Ambient air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.00000,,,,,
350,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,<5,,,,,,
351,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,EUR,2013,2013,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,Not available,,,,,,
352,TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,2 248,2248.00000,,,,,
353,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,2 533 982,2533982.00000,,,,,
354,TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,75 520,75520.00000,,,,,
355,AIR_44,DALYs attributable to ambient air pollution (age-standardized),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,927 255,927255.13460,,,,,
356,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,,,,33 004,33003.94531,,,,,
357,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,,,,13 423,13423.30371,,,,,
358,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,GHE114,Stroke,,,,,,,,,,,104 840,104839.60160,,,,,
359,AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,90 [68–113],89.92485,68.2284,113.20129,,,
360,AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,95 [72–119],94.74837,71.88814,119.27335,,,
361,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,10182 [8456–11850],10181.77527,8456.0127,11849.83301,,,
362,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,5020 [3854–6561],5020.41615,3854.06055,6560.80469,,,
363,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1376 [1044–1733],1376.31985,1044.25098,1732.57117,,,
364,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,2615 [2051–3333],2615.28941,2050.99951,3333.20972,,,
365,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,2 [2–3],2.12590,1.61298,2.67617,,,
366,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,3 [2–4],2.95586,2.24269,3.72097,,,
367,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,22 [18–27],21.97034,17.59904,26.52816,,,
368,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,30 [25–35],30.03148,24.94129,34.95147,,,
369,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,6 [5–8],6.35041,4.87506,8.29887,,,
370,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [1–2],1.71468,1.07326,2.40658,,,
371,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,12 [7–18],12.23413,7.10992,17.81898,,,
372,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,7 [5–9],6.68290,5.24096,8.51742,,,
373,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,2 [2–3],2.35563,1.78728,2.96538,,,
374,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,26 [22–30],26.01770,21.60782,30.28012,,,
375,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,6 [4–8],5.95647,4.42966,8.0666,,,
376,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,34 [28–39],33.58936,27.96722,39.27387,,,
377,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,136389 [112522–159154],136389.14620,112522.0234,159154.0625,,,
378,AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,521 [448–592],520.60748,447.78354,592.1485,,,
379,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,932564 [826046–1048032],932564.15030,826045.6875,1048032.125,,,
380,AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,148194 [92758–207992],148193.74280,92758.32031,207991.6875,,,
381,AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,EUR,2016,2016,Europe,,,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,206 [120–300],205.98128,119.70696,300.01111,,,
