index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
80,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.9 [20.8-29.5],24.90000,20.8,29.5,,,
81,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,26.9 [20.4-33.6],26.90000,20.4,33.6,,,
82,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.4 [16.3-26.9],21.40000,16.3,26.9,,,
83,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,26.8 [20.0-33.8],26.80000,20.0,33.8,,,
84,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.7 [20.6-29.2],24.70000,20.6,29.2,,,
85,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1981.0,1981,,EUR,Europe,,TUR,1981,1981,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,26.5 [17.9-35.3],26.50000,17.9,35.3,,,
86,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,26.4 [15.3-38.2],26.40000,15.3,38.2,,,
87,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,24.5 [20.5-28.8],24.50000,20.5,28.8,,,
88,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,26.9 [20.8-33.3],26.90000,20.8,33.3,,,
89,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.3 [13.9-27.4],20.30000,13.9,27.4,,,
90,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,26.8 [21.0-33.0],26.80000,21.0,33.0,,,
91,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,29.3 [18.4-41.4],29.30000,18.4,41.4,,,
92,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.7 [22.7-31.1],26.70000,22.7,31.1,,,
93,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.3 [17.7-27.3],22.30000,17.7,27.3,,,
94,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,29.8 [24.6-35.7],29.80000,24.6,35.7,,,
95,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,28.0 [23.7-32.8],28.00000,23.7,32.8,,,
96,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.1 [21.2-29.3],25.10000,21.2,29.3,,,
97,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,30.1 [24.8-35.9],30.10000,24.8,35.9,,,
98,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.4 [19.3-27.8],23.40000,19.3,27.8,,,
99,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,30.4 [24.4-37.1],30.40000,24.4,37.1,,,
100,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,29.0 [24.3-34.4],29.00000,24.3,34.4,,,
101,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1990.0,1990,,EUR,Europe,,TUR,1990,1990,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.3 [18.0-29.0],23.30000,18.0,29.0,,,
102,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.9 [17.3-24.9],20.90000,17.3,24.9,,,
103,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.3 [17.3-29.5],23.30000,17.3,29.5,,,
104,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,23.3 [17.5-29.4],23.30000,17.5,29.4,,,
105,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.4 [18.0-27.1],22.40000,18.0,27.1,,,
106,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.8 [13.3-33.1],22.80000,13.3,33.1,,,
107,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.9 [18.2-28.2],22.90000,18.2,28.2,,,
108,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.8 [15.0-25.2],19.80000,15.0,25.2,,,
109,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.1 [18.1-26.4],22.10000,18.1,26.4,,,
110,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.9 [20.5-32.2],25.90000,20.5,32.2,,,
111,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.3 [21.0-30.4],25.30000,21.0,30.4,,,
112,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.4 [19.0-32.6],25.40000,19.0,32.6,,,
113,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.9 [21.1-31.5],25.90000,21.1,31.5,,,
114,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.4 [16.5-26.6],21.40000,16.5,26.6,,,
115,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1980.0,1980,,EUR,Europe,,TUR,1980,1980,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.1 [17.4-34.1],25.10000,17.4,34.1,,,
116,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1989.0,1989,,EUR,Europe,,TUR,1989,1989,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.0 [20.6-32.0],26.00000,20.6,32.0,,,
117,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.2 [15.3-36.4],25.20000,15.3,36.4,,,
118,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,25.2 [16.4-35.1],25.20000,16.4,35.1,,,
119,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2386,PUBLISHED,Published,,1992.0,1992,,EUR,Europe,,TUR,1992,1992,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,26.0 [21.1-31.6],26.00000,21.1,31.6,,,
120,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.8 [120.8-126.7],123.80000,120.8,126.7,,,
121,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.4 [119.8-127.2],123.40000,119.8,127.2,,,
122,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1997.0,1997,,EUR,Europe,,TUR,1997,1997,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.7 [121.5-125.9],123.70000,121.5,125.9,,,
123,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.0 [118.5-127.6],123.00000,118.5,127.6,,,
124,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,123.8 [121.4-126.2],123.80000,121.4,126.2,,,
125,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,122.5 [120.7-124.3],122.50000,120.7,124.3,,,
126,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1981.0,1981,,EUR,Europe,,TUR,1981,1981,Turkey,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,122.5 [116.9-128.2],122.50000,116.9,128.2,,,
127,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,125.5 [117.8-133.4],125.50000,117.8,133.4,,,
128,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1982.0,1982,,EUR,Europe,,TUR,1982,1982,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,126.4 [120.6-132.3],126.40000,120.6,132.3,,,
129,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,126.2 [124.3-128.1],126.20000,124.3,128.1,,,
130,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,118.6 [115.4-121.8],118.60000,115.4,121.8,,,
131,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1975.0,1975,,EUR,Europe,,TUR,1975,1975,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,124.8 [114.9-134.6],124.80000,114.9,134.6,,,
132,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,124.0 [122.2-125.6],124.00000,122.2,125.6,,,
133,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,2015.0,2015,,EUR,Europe,,TUR,2015,2015,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,118.0 [114.4-121.7],118.00000,114.4,121.7,,,
134,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,125.7 [118.6-133.1],125.70000,118.6,133.1,,,
135,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,127.3 [123.1-131.6],127.30000,123.1,131.6,,,
136,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,127.1 [122.5-131.8],127.10000,122.5,131.8,,,
137,BP_06,Mean systolic blood pressure (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2387,PUBLISHED,Published,,1988.0,1988,,EUR,Europe,,TUR,1988,1988,Turkey,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,127.6 [124.0-131.4],127.60000,124.0,131.4,,,
138,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,,,,,,,46.2 [20.5-75.3],46.19310,20.4688,75.284,,,
139,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,,,,,,,,,,43.8 [20.9-71.8],43.76120,20.8691,71.7765,,,
140,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,,,,,,,36.2 [19.0-62.1],36.23170,18.9791,62.0824,,,
141,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,,,,,,,,,,34.7 [17.9-59.6],34.69010,17.8808,59.6398,,,
142,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,,,,,,,29.5 [14.9-51.6],29.52540,14.9251,51.5867,,,
143,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,,,,,,,,,,28.5 [14.3-50.3],28.52440,14.284,50.3433,,,
144,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4801,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,,,,,,,28.0 [10.2-56.5],28.04180,10.2402,56.4998,,,
145,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1991.0,1991,,EUR,Europe,,TUR,1991,1991,Turkey,,,,,,,,,,,38.8 [17.6-61.7],38.83180,17.6471,61.683,,,
146,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,,,,,,,34.2 [18.8-53.7],34.24150,18.7893,53.6966,,,
147,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,,,,,,,,,,33.3 [18.4-51.5],33.31300,18.4382,51.4534,,,
148,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,,,,,,,32.2 [18.7-50.7],32.24880,18.6529,50.6543,,,
149,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,,,,,,,,,,32.2 [18.3-50.4],32.21110,18.3476,50.4163,,,
150,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,,,,,,,33.4 [17.3-56.3],33.39630,17.251,56.2725,,,
151,ANEMIAPW,Prevalence of anaemia in pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2016.0,2016,,EUR,Europe,,TUR,2016,2016,Turkey,,,,,,,,,,,34.4 [16.5-60.2],34.40690,16.5226,60.1919,,,
152,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,,,,,,,36.4 [18.2-58.5],36.43090,18.1723,58.4703,,,
153,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1998.0,1998,,EUR,Europe,,TUR,1998,1998,Turkey,,,,,,,,,,,34.3 [17.0-55.1],34.26720,16.9781,55.0786,,,
154,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,,,,,,,,,,30.7 [15.5-50.4],30.73160,15.4613,50.4026,,,
155,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,,,,,,,,,,29.9 [15.1-49.7],29.89460,15.0622,49.7088,,,
156,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,,,,,,,,,,28.8 [13.7-49.3],28.81150,13.724,49.3141,,,
157,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,,,,,,,,,,,29.4 [12.8-52.5],29.40050,12.8234,52.4555,,,
158,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,,,,,,,,,,38.8 [19.1-61.5],38.81530,19.132,61.4714,,,
159,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4552,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,,,,,,,,,,36.4 [18.6-58.0],36.37510,18.5554,58.0112,,,
